Image_Name: Unicode_Text
219_P064_B2_L13_W05.tif : ಈ
219_P064_B2_L13_W06.tif : ಅನುಪಾತ
219_P064_B2_L15_W04.tif : ಹೋಗುತ್ತದೆ.
219_P064_B3_L04_W05.tif : ಪ್ರತಿಬಂಧಗಳಲ್ಲಿ
219_P064_B5_L01_W06.tif : ಗರ್ಭದಾರಣೆಯಾಗ
219_P064_B5_L01_W07.tif : ದಂವ
219_P064_B5_L02_W01.tif : ಸಂಭೋಗ
219_P064_B5_L02_W08.tif : ವೇಶ್ಯಾಗರಿಕೆ,
219_P064_B6_L02_W03.tif : ನೈಸರ್ಗಿಕ
219_P064_B6_L04_W03.tif : ಬಳಸುವ
219_P064_B6_L05_W07.tif : ಕಲಹ
219_P065_B2_L01_W02.tif : ಮೂಲ
219_P065_B2_L01_W04.tif : ಇತ್ಯಾದಿ
219_P065_B2_L05_W06.tif : ಊಂಟು
219_P065_B3_L02_W06.tif : ಮಾಲ್ತಸ್
219_P065_B3_L03_W02.tif : ತಿನ್ನುವುದರಲ್ಲಿ
219_P065_B3_L06_W03.tif : ಪ್ರಕೃತಿಯ
219_P065_B4_L03_W02.tif : ಸಿದ್ದಾಂತವನ್ನು
219_P065_B5_L03_W02.tif : ಆಹಾರ
219_P065_B6_L02_W03.tif : ಆಹಾರೋತ್ಪಾದನೆಯು
219_P065_B6_L03_W04.tif : ಪ್ರಮಾಣದಲ್ಲಿ
219_P065_B6_L05_W05.tif : ಬಂದಿಲ್ಲ
219_P066_B2_L01_W03.tif : [ಆಹಾರವು]
219_P066_B2_L02_W07.tif : ಆಹಾರೋತ್ಪಾ
219_P066_B2_L04_W01.tif : ಕೊಳ್ಳದಿರು
219_P066_B2_L05_W02.tif : ಮಟ್ಟ
219_P066_B2_L06_W03.tif : ಕೂಡ
219_P066_B2_L07_W02.tif : ವಿಧ್ಯಾಭ್ಯಾಸ,
219_P066_B4_L02_W04.tif : ಆಹಾರೋತ್ಪಾದನೆಯೋಂದೇ
219_P066_B4_L05_W02.tif : ಉತ್ಪಾದನೆಯಲ್ಲಿ
219_P066_B4_L05_W06.tif : ಕೈಗಾರಿಕೋತ್ಪಾದನೆ
219_P066_B4_L06_W04.tif : ಜನಸಂಖ್ಯಾ
219_P066_B4_L08_W03.tif : ವ್ಯಾಪಾರದಿಂದಾಗುವ
219_P066_B5_L01_W04.tif : ಜನಸಂಖ್ಯೆ
219_P066_B5_L04_W04.tif : ಪ್ರತಿಬಂಧಕಗಳನ್ನು
219_P066_B5_L05_W03.tif : ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತವೆ
219_P066_B5_L06_W07.tif : ಭೂಕಂಪ
219_P068_B2_L03_W04.tif : ಸುಧಾರಣೆಗಳಾಗಿದ್ದರೂ,
219_P068_B2_L04_W02.tif : ಜನಸಂಖ್ಯಾ
219_P068_B2_L05_W01.tif : ಸರ್ವತ್ರಿಕವಾಗಿದ್ದು
219_P068_B2_L05_W03.tif : ಪ್ರಮಾಣವು
219_P068_B2_L06_W03.tif : ಜನಸಂಖ್ಯಾ
219_P068_B2_L08_W01.tif : ಪ್ರವಾಹಗಳು
219_P068_B2_L10_W04.tif : ವೇಗದೊಡನೆ
219_P068_B2_L11_W05.tif : ಮುನ್ನೆಚ್ಚರಿಕಯಾಗಿದೆ.
219_P068_B3_L03_W05.tif : ಮುಂದಿದ್ದರೂ,
219_P068_B3_L05_W03.tif : ಬಿಟ್ಟಿದೆ”
219_P068_B3_L05_W05.tif : ಬ್ರಿಗ್ಸ್
219_P068_B3_L06_W04.tif : ಇತಿಹಾಸಕರನೆಂದು
219_P068_B4_L04_W05.tif : ಸೃಜಿಸಿಕೊಳ್ಳುತ್ತದೆ”
219_P068_B4_L05_W06.tif : ನಿಯಮವನ್ನು
219_P069_B2_L01_W01.tif : ಅನುಭೋಗ
219_P069_B2_L01_W03.tif : ಉತ್ಪಾದನಾ
219_P069_B2_L04_W08.tif : ಆತನಿಗೆ
219_P069_B2_L05_W06.tif : ದೊರಕಿಸುತ್ತಿದ್ದವು.
219_P069_B3_L02_W05.tif : ಹೊರತಾಗಿ
219_P069_B3_L06_W04.tif : ಪರಿಣಾಮವಾಗಿ
219_P069_B3_L07_W02.tif : ಎಂದಿಗೂ
219_P069_B3_L07_W04.tif : ಅವಕಾಶಗಳಿಗಿಂತ
219_P069_B3_L09_W02.tif : ಅಭಿಪ್ರಾಯವಾಗಿತ್ತು.
219_P069_B4_L03_W07.tif : ಅನ
219_P069_B4_L05_W02.tif : ಅಧಿಕ
219_P069_B4_L12_W03.tif : ಬೆಟ್ಟು
219_P070_B2_L05_W05.tif : ಉತ್ಪಾದನ
219_P070_B3_L04_W01.tif : Wಳಿದುಕೊಡಿರಲಿಲ್ಲ.
219_P070_B7_L02_W02.tif : ತಾನೇ
219_P070_B7_L02_W06.tif : ಸದಾಕಾಲ
219_P071_B2_L01_W03.tif : ಅಸಂಭವನೀಯ
219_P071_B2_L04_W05.tif : ಅಂತರವಿರುತ್ತದೆ
219_P071_B2_L05_W08.tif : ಹೂಟೆಗಳ
219_P071_B2_L16_W06.tif : ಚಲನಾತ್ಮಕ
219_P071_B3_L01_W04.tif : ಸಂಪ್ರದಾಯ
219_P071_B3_L01_W06.tif : ಅನುಯಾಯಿಗಳ
219_P071_B5_L01_W03.tif : ಸಿದ್ದಾಂತವು
219_P071_B5_L02_W03.tif : ಸೇರಿದಂತೆ,
219_P071_B5_L03_W02.tif : ವ್ಯಾಖ್ಯಾನಿಸಿದ್ದಾನೆ.
219_P072_B3_L02_W01.tif : ಮಾಲ್ತಸ್
219_P072_B7_L02_W03.tif : ಪ್ರತಿಫಲವನ್ನು
219_P072_B10_L02_W02.tif : ಮೌಲ್ಯ
219_P072_B10_L03_W07.tif : ಮತ್ತು
219_P073_B2_L01_W01.tif : ಮರುಪರಿಹರಿಸಲು
219_P073_B4_L05_W03.tif : ಇಳಿಕೆ
219_P073_B4_L05_W07.tif : ಕಡಿಮೆಯಾದಾಗ,
219_P073_B4_L06_W02.tif : ಬೆಲೆಯಲ್ಲಿ
219_P073_B4_L07_W05.tif : ಏರಿಕೆಯಿಂದಾಗುವ
219_P073_B4_L08_W02.tif : ಅಮೂಲ್ಯ
219_P073_B6_L03_W05.tif : ಮುಂಚಿತವಾಗಿಯೇ
219_P073_B6_L05_W04.tif : ಮೊದಲಾಗಿ
219_P073_B6_L08_W02.tif : ಪ್ರಕಾರ
219_P073_B6_L09_W02.tif : ಉದ್ಭವವಾಗುತ್ತದೆ.
219_P073_B6_L11_W01.tif : ಶ್ರೇಣಿಯ
219_P073_B6_L12_W01.tif : ಮುನ್ನೂಹೆಯೇಹೊರತು
219_P074_B3_L02_W04.tif : ಅಭಾವ
219_P074_B3_L03_W02.tif : ಉತ್ಪನ್ನವನ್ನು
219_P074_B3_L03_W03.tif : ಸ್ವಾಭಾವಿಕ
219_P074_B4_L02_W03.tif : ಗುಣಮಟ್ಟದ
219_P074_B5_L03_W02.tif : ಗೇಣಿಯನ್ನು
219_P074_B5_L09_W06.tif : ವಿಸ್ತರಣೆಗೊದು
219_P074_B8_L02_W08.tif : ತತ್ವದ
219_P074_B8_L03_W07.tif : ಶ್ರಮಿಕರ
219_P076_B1_L01_W02.tif : ನಾಲ್ಕು
219_P076_B2_L01_W02.tif : ಬ್ಯಾಪಿಸ್ಟ್
219_P076_B3_L03_W02.tif : ಟೀಕಾಕಾರರಿಂದ
219_P076_B3_L08_W05.tif : ಸಾಮಾಜಿಕ
219_P076_B3_L11_W03.tif : ಈ
219_P076_B4_L10_W06.tif : ಸೇಬದ್ದನಾದ.
219_P076_B4_L11_W01.tif : ಯಶಸ್ವಿಯೂ
219_P077_B2_L03_W04.tif : ರೂಪದಲ್ಲಿ
219_P077_B2_L06_W06.tif : ಮಹತ್ವಪೂರ್ಣ
219_P077_B3_L01_W03.tif : ಆರ್ಥಿಕಾಭಿಪ್ರಾಯಗಳು
219_P077_B4_L03_W05.tif : ತತ್ವ
219_P077_B4_L03_W10.tif : ಈ
219_P077_B5_L02_W05.tif : ಮತ್ತು
219_P077_B5_L10_W02.tif : ಸ್ಥಾನವನ್ನು
219_P077_B6_L03_W01.tif : ಯರ
219_P078_B2_L01_W06.tif : ಸ್ಮಿತ್ತನ
219_P078_B2_L02_W03.tif : ರಾಜಕೀಯಾರ್ಥಶಾಸ್ತ್ರವು
219_P078_B2_L04_W01.tif : ರಾಜನೀತಿಜ್ಞರಿಗೆ
219_P078_B3_L04_W03.tif : ಸ್ಥಾಪಿತವಾದವುಗಳಲ್ಲ;
219_P078_B3_L07_W01.tif : ಸ್ವರೂಪದಿಂದಲೇ
219_P078_B3_L08_W06.tif : ಎನ್ನುವುದು
219_P078_B4_L02_W04.tif : ಉತ್ಪನ್ನಗಳ
219_P080_B2_L01_W01.tif : ವಿನಿಮಯವು
219_P080_B2_L01_W05.tif : ಕ್ರಿಯೆಯೇ
219_P080_B2_L02_W01.tif : ಅಲ್ಲ
219_P080_B2_L05_W04.tif : ಸ್ಮಿತ್
219_P080_B3_L02_W06.tif : ಸಿದ್ದಾಂತವನ್ನು
219_P080_B3_L13_W04.tif : ಯಾವುದು
219_P080_B3_L13_W05.tif : ತುಷ್ಟೀಗುಣವನ್ನು
219_P080_B4_L05_W04.tif : ಉಂಟಾಗುತ್ತಿದೆಯೆಂದು
219_P080_B4_L09_W04.tif : “ಉತ್ಪಾದನಾ
219_P080_B4_L11_W05.tif : ತೃಪ್ತಿಯನ್ನು
219_P081_B2_L02_W02.tif : ವಿವದಾತ್ಮಕವೂ
219_P081_B2_L02_W06.tif : ನಿಯಮ.
219_P081_B2_L03_W05.tif : ಸರಕುಗಳು
219_P081_B2_L06_W05.tif : ಹೂಟೆಗಳ
219_P081_B3_L05_W02.tif : ಅಭಾವದಿಂದಲೇ
219_P081_B3_L06_W03.tif : ತಕ್ಷಣವೇ
219_P081_B3_L06_W04.tif : ಕಂಡುಕೊಳ್ಳುವುದರಿಂದ
219_P081_B3_L10_W07.tif : ಒಬ್ಬ
219_P081_B4_L02_W01.tif : ಇರಲು
219_P081_B4_L02_W06.tif : ಸಾರ್ವತ್ರಿಕ
219_P081_B4_L06_W04.tif : ಆಸೆಗಳನ್ನು
219_P081_B4_L06_W06.tif : ಬಳಸುತ್ತಾರೆ.
219_P081_B4_L08_W06.tif : ಉತ್ಪಾದನೆ
219_P082_B2_L01_W01.tif : ಇರಬಹುದಾದರೂ
219_P082_B3_L02_W06.tif : ಎನ್ನುವುದು
219_P082_B3_L06_W05.tif : ಉತ್ಪಾದನೆಯಿಂದಲ್ಲ.
219_P082_B3_L07_W03.tif : ನಿಖರವಾದ
219_P082_B3_L07_W05.tif : ಉತ್ಪಾದಿಸದೆ
219_P082_B4_L01_W07.tif : ತೀರ್ಮಾನಗಳಿಗೆ
219_P082_B4_L04_W03.tif : ಏರಿಸುತ್ತಿವೆ.
219_P082_B4_L05_W04.tif : ಜನರನ್ನು
219_P082_B4_L06_W03.tif : ಎರಡಾಗಿ
219_P082_B4_L06_W06.tif : ಆತನ
219_P082_B4_L07_W02.tif : ಕೈಗಾರಿಕೆ
219_P082_B4_L08_W02.tif : ಕ್ಷೇತ್ರದಲ್ಲ್ಲಿ
219_P082_B4_L09_W06.tif : ಉತ್ಪನ್ನಕ್ಕೆ
219_P082_B5_L01_W05.tif : ಕೇನ್ಸನ
219_P082_B5_L01_W06.tif : ಜನರಲ್
219_P082_B5_L01_W07.tif : ಥಿಯರಿ
219_P082_B5_L02_W06.tif : ವಿಹಾರ
219_P082_B5_L04_W03.tif : ಸರಕಾರಗಳ
219_P082_B5_L06_W03.tif : ಉದ್ಯೋಗ
219_P083_B3_L01_W06.tif : ಕಳೆ
219_P083_B3_L02_W06.tif : ಅನುಕರಣೆ
219_P084_B1_L01_W01.tif : ಅಧ್ಯಾಯ
219_P084_B3_L03_W03.tif : ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞನಾಗಿ,
219_P084_B3_L07_W03.tif : ಸ್ಮಿತ್,
219_P084_B3_L07_W06.tif : ಮಾಲ್ತಸರ
219_P084_B3_L09_W02.tif : ಸಂಪ್ರದಾಯ
219_P084_B3_L09_W04.tif : ಪುನರುತ್ಥಾನಕ್ಕಾಗಿ
219_P084_B3_L16_W04.tif : ಪರಿಪೂರ್ಣತೆಯನ್ನು
219_P084_B4_L01_W02.tif : ಚರಿತ್ರೆ
219_P084_B4_L01_W05.tif : ಇತಿಹಾಸಕಾರ,
219_P085_B2_L01_W03.tif : ಜೇಮ್ಸ್
219_P085_B2_L07_W04.tif : ರಲ್ಲಿ
219_P085_B2_L12_W08.tif : ತನ್ನ
219_P085_B6_L01_W01.tif : ಸಂಪ್ರದಾಯ
219_P085_B8_L02_W05.tif : ಹೆಸರಿಸಿದರು.
219_P086_B3_L01_W05.tif : ವ್ಯಕ್ತಿವಾದ
219_P086_B3_L02_W02.tif : ಅಹಂಭಾವವಲ್ಲ;
219_P086_B3_L03_W03.tif : ಉನ್ನತಿಯನ್ನು
219_P086_B3_L05_W02.tif : ಅಭಿಪ್ರಾಯಗಳು
219_P086_B3_L05_W04.tif : ಮನಸನ್ನು
219_P086_B3_L06_W07.tif : ಅಂದರೆ
219_P086_B4_L04_W02.tif : ಟಗ
219_P086_B5_L07_W01.tif : ವಾದಿಗಳ
219_P086_B5_L09_W03.tif : ಅಪರಿಪೂರ್ಣ
219_P086_B5_L09_W04.tif : ಪೈಪೋಟಿಯೇ
219_P087_B2_L01_W06.tif : “ಮುಕ್ತ
219_P087_B2_L02_W05.tif : ಹತ್ತೊಂಬತ್ತು
219_P087_B3_L02_W01.tif : ವನ್ನು
219_P087_B3_L04_W03.tif : ಪರಿಣಾಮಗಳನ್ನು
219_P087_B3_L07_W01.tif : ಸ್ಥಿತಿಯಲ್ಲಿ
219_P087_B3_L07_W04.tif : ಸಾಧ್ಯವಾಗದು.
219_P087_B4_L01_W06.tif : ಅರ್ಥಶಾಸ್ತ್ರ
219_P087_B4_L02_W06.tif : ಹೊಂದಿರುತ್ತದೆ.”
219_P087_B4_L06_W05.tif : ಬಾಯಿಗಳು
219_P087_B5_L01_W03.tif : ಒಪ್ಪಿಕೊಳ್ಳುವುದರೊಂದಿಗೆ
219_P087_B5_L01_W05.tif : ಕೆಲವು
219_P087_B5_L06_W04.tif : ಅಸಹನೀಯವಾಗುತ್ತದೆ.
219_P087_B6_L02_W03.tif : ವಿಶ್ಲೇಷಿಸಿದ್ದಾನೆ,
219_P087_B6_L04_W08.tif : ಮಾತೃ
219_P087_B6_L05_W02.tif : ಮಹಿಳೆಯರ
219_P087_B6_L06_W07.tif : ಆದುದ
219_P088_B3_L01_W07.tif : ಮೌಲ್ಯವು
219_P088_B3_L04_W03.tif : ಭವಿಷ್ಯತ್ತಿನ
219_P088_B3_L05_W07.tif : ವಿಷಯದ
219_P088_B4_L02_W01.tif : ಮೌಲ್ಯದ
219_P088_B4_L02_W07.tif : ಮಿಲ್ಲನೂ
219_P088_B4_L03_W07.tif : ಅಗತ್ಯವಾದ
219_P088_B4_L05_W02.tif : ಸೇರಿಸಿದ್ದಾನೆ
219_P088_B4_L09_W08.tif : ಒಂದು
219_P088_B4_L10_W03.tif : ಅವುಗಳನಿಲ್ಲಾ
219_P088_B5_L05_W05.tif : ಉದಾಹರಣೆಗೆ,
219_P088_B5_L09_W07.tif : ಅಕಗೊಳಿಸಬಹುದಾದ
219_P089_B2_L03_W02.tif : ಮತ್ತು
219_P089_B2_L08_W04.tif : ಒಂದಕ್ಕೊಂದು
219_P089_B4_L04_W05.tif : ಬೆಳವ
219_P089_B4_L05_W04.tif : ಅಥವಾ
219_P089_B5_L02_W02.tif : ಅಭಿಪ್ರಾಯ.
219_P091_B2_L01_W02.tif : ವಿತರಣಾ
219_P091_B2_L01_W03.tif : ನಿಯಮಗಳೂ
219_P091_B2_L01_W04.tif : ಂಅನವ
219_P091_B2_L01_W05.tif : ನಿರ್ಮಿತವಾಗಿರುವುದರಿಂದ
219_P091_B6_L01_W07.tif : ವ್ಯತ್ಯಾಸಾತ್ಮಕ
219_P091_B6_L02_W06.tif : ಸಮರ್ಥಿಸಿದ್ದಾನೆ.
219_P091_B6_L06_W02.tif : ಸುಧಾರಣೆಗಳ
219_P091_B6_L06_W04.tif : ಮತ್ತು
219_P091_B6_L06_W07.tif : ಭೂಮಾಲಿಕನ
219_P092_B2_L01_W05.tif : ಹೇಳಿದ್ದಾನೆ.
219_P092_B2_L03_W03.tif : ರಿಕಾರ್ಡೋನಿಗಿಂತ
219_P092_B4_L04_W04.tif : ಉತ್ಪಾದನೆಯಲ್ಲಿ
219_P092_B4_L05_W01.tif : ನಿರ್ದಿಷ್ಟವಾದ
219_P092_B4_L05_W07.tif : ಲಾಭದ
219_P092_B4_L06_W01.tif : ಬಂಡವಾಳದ
219_P092_B6_L06_W03.tif : ಎನುವುದು
219_P093_B2_L03_W03.tif : ಸರಕಾರ
219_P093_B2_L03_W05.tif : ಅನುತ್ಪಾದಕ
219_P093_B2_L10_W06.tif : ಬದಲಾಗಿರುತ್ತದೆ.
219_P093_B4_L05_W06.tif : ಮಿಲ್ಲನ
219_P093_B5_L01_W02.tif : ತತ್ವ:
219_P093_B5_L02_W03.tif : ಸತೋಲನ
219_P093_B5_L02_W05.tif : ನಡೆಸಿದ್ದಾರೆ.
219_P093_B5_L03_W02.tif : ಭಿನ್ನವಾದ
219_P093_B5_L09_W02.tif : ಸರಕಾರದ
219_P093_B5_L09_W03.tif : ಸ್ವೇಚ್ಚಾಧಿಕಾರಕ್ಕೆ
219_P095_B2_L01_W06.tif : ಆಧಾರವಾಗಬೇಕೆಂದು
219_P095_B2_L01_W07.tif : ಭಾವಿಸಿದ್ದ.
219_P095_B2_L03_W03.tif : ರೀತಿಯ
219_P095_B2_L14_W01.tif : ಣಾಮಕಾರಿ
219_P095_B2_L15_W03.tif : ಖಾಸಾಗಿ
219_P095_B3_L03_W04.tif : ಕಣಿಸಿಕೊಂಡ.
219_P095_B3_L05_W02.tif : ಉಗ್ರ
219_P095_B3_L05_W04.tif : ಸಂಪ್ರದಾಯ
219_P095_B3_L08_W06.tif : ಸರ
219_P095_B3_L09_W03.tif : ಕ್ಷೇಪ
219_P095_B3_L12_W01.tif : ಸಂಪ್ರದಾಯ
219_P096_B3_L02_W05.tif : ಮುಂಚೂಣಿಯ
219_P096_B3_L06_W04.tif : ಕಾರಣವೆನ್ನುವುದು
219_P096_B3_L07_W02.tif : ಮನಸ್ಸು
219_P096_B3_L07_W06.tif : ಸದೃಶವಾಗಿರುವ
219_P096_B4_L05_W05.tif : ಪ್ರಾಟ್
219_P096_B4_L05_W06.tif : ಸ್ಟೆಂಟ್
219_P096_B4_L06_W06.tif : ಕಾರ್ಲ್ಸ್ಮಾರ್ಕ್ಸ್
219_P096_B5_L02_W01.tif : ವಿಶ್ವವಿದ್ಯಾನಿಲಯದ
219_P096_B5_L06_W06.tif : ವಂತಾ
219_P097_B2_L01_W03.tif : ಪ್ಯಾರಿಸ್‌ಗೆ
219_P097_B2_L04_W03.tif : ಜನಾಭಿಪ್ರಾಯ
219_P097_B2_L05_W05.tif : ಪ್ಯಾರಿಸ್
219_P097_B4_L01_W02.tif : ಬದುಕು
219_P097_B4_L01_W06.tif : ರಾಜಕೀಯಾರ್ಥ
219_P097_B4_L02_W05.tif : ಪಾಂಡಿತ್ಯದೊಡನೆ
219_P097_B5_L04_W05.tif : ಆರಂಭವಾದುದು
219_P097_B5_L06_W04.tif : ಅನುಷ್ಟಾನಕ್ಕಾಗಿ
219_P097_B5_L07_W03.tif : ರವರೆಗೆ
219_P097_B5_L08_W02.tif : ಆಗಾಗ
219_P097_B6_L03_W04.tif : ಏನ್ನಲ್ಲ.
219_P098_B2_L01_W03.tif : ರಲ್ಲಿ
219_P098_B2_L03_W01.tif : ಅವಧಿಯಲ್ಲಿ
219_P098_B2_L05_W04.tif : ಉಳಿಯುತ್ತದೆ”
219_P098_B2_L05_W07.tif : ಯತಾರ್ಥ
219_P098_B3_L01_W04.tif : ಮಾರ್ಕ್ಸ್
219_P098_B3_L02_W06.tif : ಮಾರ್ಕ್ಸ್ವಾದಕ್ಕೆ
219_P098_B3_L06_W01.tif : ಚಳುವಳಿಯಾಗಿದೆ.
219_P098_B4_L06_W02.tif : ಮಾರ್ಕ್ಸ್
219_P098_B4_L11_W04.tif : ಮಾರ್ಕ್ಸ್
219_P098_B4_L11_W06.tif : ಶುದ್ದಾಂಗ
219_P098_B4_L11_W07.tif : ಭೌತಿಕವಾದವಾಗಿದೆ.
219_P098_B4_L12_W01.tif : ಚರಿತ್ರೆಯ
219_P098_B4_L12_W05.tif : ಮಾರ್ಕ್ಸ್ವಾದವು
219_P099_B2_L02_W02.tif : ಮಾನ
219_P099_B2_L06_W02.tif : ವಿಷಯಗಳಿಗೆ
219_P099_B2_L08_W06.tif : ಹಂತವನ್ನು
219_P099_B2_L10_W04.tif : ವ್ಯವಸ್ಥೆಯಾಗಿ
219_P099_B2_L15_W02.tif : ಘರ್ಷಣೆಯಿಂದ
219_P099_B2_L16_W02.tif : ಸರಣೆಯಾಗಿದೆ.
219_P099_B4_L01_W08.tif : ವಿರೋಧ
219_P099_B4_L02_W02.tif : ವಿಷಯಗಳು
219_P099_B4_L02_W04.tif : ಅಸ್ತಿತ್ವದಲ್ಲಿರುತ್ತವೆ.
219_P099_B4_L03_W07.tif : ನಡೆಯು
219_P099_B4_L05_W04.tif : ಬದುಕುತ್ತಿರುವುದು
219_P099_B5_L04_W02.tif : ಮೊಳಕೆಯೊಡೆಯುತ್ತಿರುತ್ತವೆ.
219_P100_B2_L09_W02.tif : ಒಂದು
219_P100_B2_L11_W04.tif : ಚೈತನ್ಯವಾಗಿ
219_P100_B2_L13_W03.tif : ರಕ್ತಕ್ರಾಂತಿಯ
219_P100_B3_L03_W01.tif : ತೋರಿಸಿಕೊಡುತ್ತದೆ.
219_P100_B3_L03_W05.tif : ದುಡಿಯುವ
219_P100_B4_L01_W05.tif : ಮಾರ್ಕ್ಸನ
219_P100_B4_L03_W05.tif : ಮೌಲ್ಯ
219_P100_B4_L04_W05.tif : ಮತ್ತು
219_P100_B5_L02_W03.tif : ಚರಿತ್ರೆಯ
219_P100_B5_L02_W04.tif : ಭೌತಿಕ
219_P100_B5_L02_W08.tif : ಸಂಘರ್ಷ
219_P100_B5_L03_W02.tif : ಶ್ರಮ
219_P100_B5_L03_W10.tif : ಬಂಡವಾಳ
219_P100_B6_L01_W02.tif : ಚರಿತ್ರೆಯ
219_P100_B6_L03_W04.tif : ಸಂಭವಿಸಿವೆ
219_P101_B2_L01_W07.tif : ನಿರ್ಣಯ
219_P101_B3_L01_W02.tif : ಭೌತಿಕ
219_P101_B3_L02_W07.tif : ಮೂಲಭೂತವಾದ
219_P101_B3_L03_W05.tif : ಆಥಿಕ್
219_P101_B3_L07_W04.tif : ಪರಿಸ್ಥಿತಿ,
219_P101_B3_L08_W06.tif : ಸಂಬಂಧಗಳು
219_P101_B4_L03_W02.tif : ಉತ್ಪದನಾ
219_P101_B4_L03_W05.tif : ಬಾಹ್ಯಶಕ್ತಿಗಳಿಂದ
219_P101_B5_L04_W05.tif : ವ್ಯವಸ್ಥೆಯಿದ್ದು
219_P101_B6_L03_W05.tif : ವಿರೋಧವನ್ನು
219_P101_B6_L03_W06.tif : ಬೆಳೆಸಿಕೊಂಡೇ
219_P101_B6_L03_W07.tif : ವಿಕಾಸ
219_P101_B6_L04_W05.tif : ಮಾಡಿಕೊಳ್ಳುತ್ತವೆ
219_P102_B2_L03_W06.tif : ಮತ್ತು
219_P102_B2_L03_W07.tif : ರಾಜಕೀಯ
219_P102_B2_L05_W04.tif : ಕಾಲಕಷ್ಟೇ
219_P102_B2_L05_W05.tif : ಸಂಗತವೆನಿಸುದರಿಂದ
219_P102_B3_L02_W02.tif : ಉತ್ಪಾದನಾ
219_P102_B3_L05_W04.tif : ಅನಿವಾರ್ಯವಾಗುತ್ತದೆ.
219_P102_B4_L05_W05.tif : ಸಾಮಾನ್ಯವಾಗಿತ್ತು.
219_P102_B4_L06_W04.tif : ಬದಲಾಗುತ್ತಾ
219_P102_B4_L06_W06.tif : ಆಗ
219_P102_B4_L10_W01.tif : ಪಟ್ಟಿದ್ದಾನೆ.
219_P102_B5_L02_W03.tif : ಇವೆರಡೂ
219_P102_B5_L03_W01.tif : ಉತ್ಪಾದನಾ
219_P102_B5_L04_W01.tif : ಉತ್ಪಾದನಾ
219_P102_B5_L09_W01.tif : ವರ್ಗ
219_P102_B5_L09_W06.tif : ಹೇಳಿದ್ದಾನೆ.
219_P103_B2_L02_W01.tif : ದಲ್ಲಿ
219_P103_B2_L03_W05.tif : ಅಭಿವೃದ್ಧಿ
219_P103_B2_L04_W03.tif : ವಿಚ್ಛಿ
219_P103_B2_L04_W05.tif : ಪರಂಪರೆಯನ್ನು
219_P103_B2_L05_W03.tif : ಸಮತವಾದ
219_P103_B2_L05_W07.tif : ಊಳಿಗಮಾನ್ಯ
219_P103_B3_L02_W05.tif : ಬದಲಾಗುತ್ತವೆ.
219_P103_B3_L04_W01.tif : ಮತ್ತು
219_P103_B3_L04_W05.tif : ಬೆಲೆಯುತ್ತದೆ.
219_P103_B3_L04_W07.tif : ಮತ್ತು
219_P103_B3_L05_W03.tif : ಮತ್ತಷ್ಟೂ
219_P103_B3_L05_W04.tif : ಬದಲಾವಣೆಗಳು
219_P103_B3_L05_W05.tif : ಅನಿವಾರ್ಯವೆನಿಸುತ್ತದೆ.
219_P103_B3_L08_W05.tif : ಹೊತ್ತಿರುತ್ತದೆ.
219_P103_B3_L09_W05.tif : ಸಮಾಜದ
219_P103_B3_L10_W04.tif : ವ್ಯವಸ್ಥೆಯನ್ನು
219_P103_B4_L03_W01.tif : ಮತ್ತು
219_P103_B4_L05_W03.tif : ದಿಗ್ದರ್ಶಿಸಲ್ಪಟ್ಟು
219_P103_B4_L10_W02.tif : ಆಗ
219_P103_B5_L02_W04.tif : ಸಂಪ್ರದಾಯ
219_P104_B2_L01_W06.tif : ಸ್ಮಿತ್
219_P104_B2_L01_W08.tif : ಶ್ರಮವೆಚ್ಚ
219_P104_B2_L04_W05.tif : ಪ್ರಮಾಣವನ್ನು
219_P104_B2_L12_W07.tif : ಪರಿಕಲ್ಪನೆ
219_P104_B2_L13_W03.tif : ಬಂಡವಾಳಶಾಹಿ
219_P104_B2_L14_W07.tif : ಹೆಚ್ಚುವೈಜ್ಞಾನಿ
219_P104_B3_L02_W07.tif : ಸಿದ್ದಾಂತದ
219_P104_B3_L03_W07.tif : ಪರಿಭಾಷೆಯಲ್ಲಿ
219_P104_B3_L05_W01.tif : ಕಾರಣ,
219_P104_B4_L01_W04.tif : ಪ್ರತಿಯೊಬ್ಬ
219_P104_B4_L04_W01.tif : ಉತ್ಪನ್ನಗಳೊಡನೆ
219_P104_B4_L06_W05.tif : ವಾಹಕವಾಗಿ
219_P104_B4_L08_W01.tif : ಅದು
219_P104_B4_L09_W01.tif : ಪ್ರಮಾನಾತ್ಮಕ
219_P104_B4_L12_W06.tif : ಉಪಯೋಗವಿರು
219_P105_B2_L01_W01.tif : ವಾತನಲ್ಲಿಗೆ
219_P105_B2_L01_W06.tif : ಉಪಯೋಗದ
219_P105_B3_L01_W02.tif : ಉತ್ಪಾದಿಸಲು
219_P105_B3_L05_W01.tif : ಶ್ರಮ
219_P105_B3_L06_W05.tif : ಸರಕುಗಳ
219_P105_B3_L13_W04.tif : ಉದಾಹರಣೆಗೆ
219_P105_B6_L02_W03.tif : ‘ಸಾಮಾಜಿಕಾಗತ್ಯ
219_P106_B2_L02_W04.tif : ಸ್ಮಿತ್
219_P106_B2_L04_W04.tif : ಭೌತಿಕ
